"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"129","Acrocephalus palustris","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Acrocephalidae","Acrocephalus",12,364.617,3579.45,4.41
"130","Acrocephalus schoenobaenus","Carnivore","Other",NA,"TRUE","0","1","0","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Acrocephalidae","Acrocephalus",11.9,364.617,4322.1249987825,5.5
"131","Acrocephalus scirpaceus","Carnivore","Other",NA,"FALSE","0","1","1","1","1","0","0","0","0","0","0","0","0","Aves","Passeriformes","Acrocephalidae","Acrocephalus",12.3,364.617,5113.5,3.9
"132","Actitis hypoleucos","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Actitis",56.125,365.125,5296.125,4
"133","Aegithalos caudatus","Carnivore","Other",NA,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Aegithalidae","Aegithalos",8.275,365,4054.275,9.9
"134","Aegolius funereus","Carnivore","Nocturnal",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Strigiformes","Strigidae","Aegolius",137.18,364.617,5807.475,5.145
"135","Aegypius monachus","Carnivore","Other",NA,"FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Aegypius",9472.775,1999.074,14244.75,1
"136","Alauda arvensis","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Alaudidae","Alauda",37.405,364.617,3689.025,3.43
"137","Alca torda","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Alcidae","Alca",720,1458.468,15340.5,1
"138","Alcedo atthis","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Coraciiformes","Alcedinidae","Alcedo",31.25,365,7670.25,6.5
"139","Alectoris barbara","Herbivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Galliformes","Phasianidae","Alectoris",417.415,363.468,3378.36731427116,12
"140","Alectoris chukar","Herbivore","Other",NA,"FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Alectoris",503.5,363.468,2264.55,11.25
"141","Alectoris graeca","Herbivore","Other",NA,"FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Alectoris",597.5,363.468,3389.69678428205,11
"142","Alectoris rufa","Herbivore","Other",NA,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Galliformes","Phasianidae","Alectoris",527.86,363.468,2282.8125,12
"143","Alle alle","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Alcidae","Alle",171,1552.3125,9131.25,1
"144","Ammomanes deserti","Omnivore","Other",NA,"FALSE","0","0","1","0","0","1","0","1","0","0","0","0","0","Aves","Passeriformes","Alaudidae","Ammomanes",24.6,373.349593,3488.69901330486,3.595
"145","Ammoperdix griseogularis","Herbivore","Other",NA,"FALSE","0","0","1","0","0","1","0","1","0","0","0","0","0","Aves","Galliformes","Phasianidae","Ammoperdix",201.86,378.185885285714,3864.79993300446,10
"146","Anas acuta","Herbivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","1","0","0","0","Aves","Anseriformes","Anatidae","Anas",944.62,240,10014.05925,7.7
"147","Anas clypeata","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Anseriformes","Anatidae","Anas",612.78,240,8159.685,10
"148","Anas crecca","Herbivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Aves","Anseriformes","Anatidae","Anas",342.145,225.867,9898.275,9.5
"149","Anas penelope","Herbivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Anseriformes","Anatidae","Anas",770.03,365,12844.63,9
"150","Anas platyrhynchos","Herbivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Anas",1122,365,10628.775,10.515
"151","Anas querquedula","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Anseriformes","Anatidae","Anas",326,364.617,7213.688,8.5
"152","Anas strepera","Herbivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Aves","Anseriformes","Anatidae","Anas",915.58,240,10227,10
"153","Anser albifrons","Herbivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Anseriformes","Anatidae","Anser",2387.5,1095,17166.75,5.5
"154","Anser anser","Herbivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Anser",3305.455,1095,11322.75,5
"155","Anser brachyrhynchus","Herbivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","1","1","1","0","0","Aves","Anseriformes","Anatidae","Anser",2645,1095,14944.8125012175,4.65
"156","Anser erythropus","Herbivore","Other",NA,"TRUE","0","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Anser",1761,1090.404,5387.4375,5
"157","Anser fabalis","Herbivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Anser",2754.73,1093.851,9350.4,5
"158","Anthropoides virgo","Herbivore","Other",NA,"TRUE","0","1","1","1","1","1","0","1","0","0","1","0","0","Aves","Gruiformes","Gruidae","Anthropoides",2404,730,24471.75,2
"159","Anthus berthelotii","Carnivore","Other",NA,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",16.2,362.739515059524,3401.18846207353,3.55
"160","Anthus campestris","Carnivore","Other",NA,"TRUE","0","1","1","1","0","0","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",23,367.423759166666,3710.83599305362,4.2
"161","Anthus cervinus","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",20.9,364.599330892857,1643.625,5.36
"162","Anthus hodgsoni","Carnivore","Other",NA,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",22.325,364.508756904761,3581.41795038101,4.5
"163","Anthus petrosus","Carnivore","Other",NA,"FALSE","0","0","0","0","1","1","0","0","0","1","0","0","0","Aves","Passeriformes","Motacillidae","Anthus",23.5625,365,3987.3125012175,4.6
"164","Anthus pratensis","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",18.4,365,3195.9375,4.775
"165","Anthus spinoletta","Carnivore","Other",NA,"TRUE","0","0","0","1","1","1","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",23.9,363.468,3256.81250012175,4.6
"166","Anthus trivialis","Carnivore","Other",NA,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",23.4,364.617,3195.9375,4.64
"167","Apus affinis","Carnivore","Other",NA,"FALSE","1","1","1","1","0","0","0","0","0","0","0","0","0","Aves","Apodiformes","Apodidae","Apus",23.6000003815,804.39285,7193.44594818723,2.4
"168","Apus apus","Carnivore","Other",NA,"TRUE","1","1","1","1","1","1","0","1","0","0","1","0","0","Aves","Apodiformes","Apodidae","Apus",39,729.234,7700.6874987825,2.3
"169","Apus caffer","Carnivore","Other",NA,"FALSE","1","1","1","0","0","0","0","0","0","0","0","0","0","Aves","Apodiformes","Apodidae","Apus",22.075,726.936,3652.5,2
"170","Apus pallidus","Carnivore","Other",NA,"TRUE","0","1","0","1","0","1","0","0","0","1","1","0","0","Aves","Apodiformes","Apodidae","Apus",41.95,938.417105999999,8778.27421825961,2.45
"171","Apus unicolor","Carnivore","Other",NA,"FALSE","1","1","0","1","1","0","0","0","0","1","0","0","0","Aves","Apodiformes","Apodidae","Apus",22.925,861.805162428571,7597.95698133117,2
"172","Aquila adalberti","Carnivore","Other",NA,"FALSE","1","0","1","1","1","0","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Aquila",3000,1767.453,20454,2.5
"173","Aquila chrysaetos","Carnivore","Other",NA,"FALSE","1","0","1","1","0","1","0","1","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Aquila",4263.5,1460,17532,2
"174","Aquila clanga","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Aquila",2154.29,1453.872,15723.330665,2
"175","Aquila fasciata","Carnivore","Other",NA,"FALSE","1","0","1","1","1","1","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Aquila",1968.245,1090.404,7305,2
"176","Aquila heliaca","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Aquila",3215,1635.606,20454,2.5
"177","Aquila nipalensis","Carnivore","Other",NA,"FALSE","0","1","0","1","0","1","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Aquila",2714.33,1453.872,15523.125,2
"178","Aquila pomarina","Carnivore","Other",NA,"TRUE","1","1","0","0","0","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Aquila",1370,1272.138,9533.025,2
"179","Ardea alba","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Pelecaniformes","Ardeidae","Ardea",872.415,683.8005,8340.1185,3.7
"180","Ardea cinerea","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Pelecaniformes","Ardeidae","Ardea",1494.75,730,13696.875,4.305
"181","Ardea purpurea","Carnivore","Other",NA,"FALSE","1","0","1","0","1","0","0","0","0","1","0","0","0","Aves","Pelecaniformes","Ardeidae","Ardea",1064.48,638.367,9283.55925,4.2
"182","Ardeola ralloides","Carnivore","Other",NA,"FALSE","0","0","0","0","1","0","0","0","1","0","0","0","0","Aves","Pelecaniformes","Ardeidae","Ardeola",290,630.954959833334,2130.62499987825,4
"183","Arenaria interpres","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Arenaria",135.98,729.234,7822.4375012175,4
"184","Asio flammeus","Carnivore","Nocturnal",NA,"TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Asio",343.75,364.617,7962.45,6
"185","Asio otus","Carnivore","Nocturnal",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Asio",296.57,364.617,10153.95,4.5
"186","Athene noctua","Carnivore","Nocturnal",NA,"TRUE","0","1","1","1","0","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Athene",169,364.617,5691.8124987825,4
"187","Aythya ferina","Herbivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Anseriformes","Anatidae","Aythya",853.5,365,8473.8,8.8
"188","Aythya fuligula","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","0","1","0","0","Aves","Anseriformes","Anatidae","Aythya",701.335,365,16527.5625,9.6
"189","Aythya marila","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Aythya",1005.37,410.0505,8072.025,9.4
"190","Aythya nyroca","Herbivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Aythya",552,363.468,3287.25,9
"191","Bombycilla garrulus","Herbivore","Other",NA,"TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Bombycillidae","Bombycilla",54.45,365,4930.875,5
"192","Botaurus stellaris","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Pelecaniformes","Ardeidae","Botaurus",1319.45,638.367,4139.4999987825,5
"193","Branta bernicla","Herbivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Branta",1297.4194335938,730,10531.3749987825,4
"194","Branta leucopsis","Herbivore","Other",NA,"TRUE","0","0","0","1","0","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Branta",1687,730,10287.8750012175,4.5
"195","Bubo bubo","Carnivore","Nocturnal",NA,"TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Bubo",2668.51,730,24837,2.25
"196","Bubo scandiacus","Carnivore","Nocturnal",NA,"TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Bubo",2028.76,729.234,10227,6
"197","Bubulcus ibis","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Pelecaniformes","Ardeidae","Bubulcus",366,683.8005,8400.75,4.25
"198","Bucanetes githagineus","Herbivore","Other",NA,"FALSE","0","0","0","1","0","0","0","1","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Bucanetes",19.6,367.579762333333,3608.95135415936,4.95
"199","Bucanetes mongolicus","Carnivore","Other",NA,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Bucanetes",21.5125,368.013171505602,3854.8047529235,4.9
"200","Bucephala clangula","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Bucephala",918.56,730,6726.6875012175,9.5
"201","Bucephala islandica","Carnivore","Other",NA,"FALSE","1","0","0","0","1","0","0","0","0","1","0","0","0","Aves","Anseriformes","Anatidae","Bucephala",940.5,729.234,6574.5,9.5
"202","Bulweria bulwerii","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Procellariiformes","Procellariidae","Bulweria",98.99,1461,8370.3125012175,1
"203","Burhinus oedicnemus","Carnivore","Other",NA,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Charadriiformes","Burhinidae","Burhinus",459,726.936,6537.975,2
"204","Buteo buteo","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",875,820.101,10519.2,3
"205","Buteo lagopus","Carnivore","Other",NA,"TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",949.76,729.234,6866.7,4
"206","Buteo rufinus","Carnivore","Other",NA,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",1170.34,726.936,3104.625,3.25
"207","Calandrella brachydactyla","Carnivore","Other",NA,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Calandrella",21.0999994278,364.603979658008,3444.75086933333,4.005
"208","Calandrella cheleensis","Omnivore","Other",NA,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Calandrella",21.225,364.574587309523,3423.17671042979,3.53
"209","Calandrella rufescens","Omnivore","Other",NA,"FALSE","0","0","1","1","0","0","0","0","0","1","0","0","0","Aves","Passeriformes","Alaudidae","Calandrella",24.1,372.874589375,3520.66560129535,3.53
"210","Calcarius lapponicus","Omnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Calcariidae","Calcarius",27.8499994278,363.739426029412,2191.5,5
"211","Calidris alba","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","0","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",51.71,729.234,6787.5624987825,4
"212","Calidris alpina","Carnivore","Other",NA,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",54.3877658844,683.8005,10531.6185,4
"213","Calidris canutus","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",141.87,1048.4175,9740.0000012175,3.935
"214","Calidris maritima","Carnivore","Other",NA,"FALSE","0","0","0","1","1","1","0","0","0","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",69.475,1095,7578.9375,4
"215","Calidris melanotos","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",81.4000015259,365,2161.06250012175,4
"216","Calidris minuta","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",22,730,5357.0000012175,4
"217","Calidris temminckii","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",23,455.226,4717.8125012175,4
"218","Calonectris diomedea","Carnivore","Other",NA,"FALSE","0","0","0","0","0","1","1","0","1","1","0","0","0","Aves","Procellariiformes","Procellariidae","Calonectris",735.2375,3049.8375,9070.3749987825,1
"219","Caprimulgus europaeus","Carnivore","Nocturnal",NA,"FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus",70.5,364.617,4352.5625012175,2
"220","Caprimulgus ruficollis","Carnivore","Nocturnal",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus",72,416.790718333333,4839.5625,2
"221","Carduelis carduelis","Carnivore","Other",NA,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carduelis",17.5,365,9861.75,4.9
"222","Carduelis citrinella","Carnivore","Other",NA,"FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Carduelis",12.45,367.391908681818,2070.9675,4.475
"223","Carpodacus erythrinus","Carnivore","Other",NA,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carpodacus",24,365,3287.25,4.9
"224","Carpodacus rubicilla","Carnivore","Other",NA,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carpodacus",43.1500003815,364.5662525,3607.90124839942,4.5
"225","Carpospiza brachydactyla","Herbivore","Other",NA,"FALSE","0","0","0","1","0","1","0","1","0","0","0","0","0","Aves","Passeriformes","Passeridae","Carpospiza",23,368.871893333333,3775.92600167519,4.5
"226","Cecropis daurica","Carnivore","Other",NA,"TRUE","1","0","1","0","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Hirundinidae","Cecropis",22.225,363.468,3287.25,4.065
"227","Cepphus grylle","Carnivore","Other",NA,"FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Alcidae","Cepphus",390.5,1184.718,10927.0625012175,2
"228","Certhia brachydactyla","Carnivore","Other",NA,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Certhiidae","Certhia",8.325,365,2100.1875,5.9
"229","Certhia familiaris","Carnivore","Other",NA,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Certhiidae","Certhia",9.1,364.617,2982.87500012175,5.45
"230","Ceryle rudis","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Coraciiformes","Alcedinidae","Ceryle",84.4,363.468,1826.25,5
"231","Cettia cetti","Carnivore","Other",NA,"TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Cettiidae","Cettia",13.3499999046,365,2775.9,4.5
"232","Charadrius alexandrinus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","1","1","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",43.15,379.3005,6939.75,3
"233","Charadrius asiaticus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","1","0","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",77.09,726.936,6434.7320429566,3
"234","Charadrius dubius","Carnivore","Other",NA,"TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",38.725,683.8005,4748.25,4
