"","Species.ID","ITIS.code","Catalogue.of.Life","Class","Order","Family","Species","Author","synonym1","synonym2","synonym3"
"545","B446",916629,"v1.9 rev 2126ab0","Aves","Passeriformes","Corvidae","Coloeus monedula","Linnaeus, 1758Ê","Corvus monedula",NA,NA
"546","B447",179738,"v1.9 rev 2126ab0","Aves","Passeriformes","Corvidae","Corvus frugilegus","Linnaeus, 1758Ê",NA,NA,NA
"547","B448",559494,"v1.9 rev 2126ab0","Aves","Passeriformes","Corvidae","Corvus corone","Linnaeus, 1758Ê",NA,NA,NA
"548","B449",179725,"v1.9 rev 2126ab0","Aves","Passeriformes","Corvidae","Corvus corax","Linnaeus, 1758Ê",NA,NA,NA
"549","B450",915888,"v1.9 rev 2126ab0","Aves","Passeriformes","Sturnidae","Pastor roseus","(Linnaeus, 1758)Ê","Sturnus roseus",NA,NA
"550","B451",179637,"v1.9 rev 2126ab0","Aves","Passeriformes","Sturnidae","Sturnus vulgaris","Linnaeus, 1758Ê",NA,NA,NA
"551","B452",563175,"v1.9 rev 2126ab0","Aves","Passeriformes","Sturnidae","Sturnus unicolor","Temminck, 1820Ê",NA,NA,NA
"552","B453",179537,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza citrinella","Linnaeus, 1758Ê",NA,NA,NA
"553","B454",554226,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza leucocephalos","S. G. Gmelin, 1771Ê",NA,NA,NA
"554","B455",559878,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza cirlus","Linnaeus, 1766Ê",NA,NA,NA
"555","B456",559875,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza cia","Linnaeus, 1766Ê",NA,NA,NA
"556","B457",559870,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza buchanani","Blyth, 1845Ê",NA,NA,NA
"557","B458",559876,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza cineracea","C. L. Brehm, 1855Ê",NA,NA,NA
"558","B459",559883,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza hortulana","Linnaeus, 1758Ê",NA,NA,NA
"559","B460",559872,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza caesia","Cretzschmar, 1827Ê",NA,NA,NA
"560","B461",179542,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza pusilla","Pallas, 1776Ê",NA,NA,NA
"561","B462",179538,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza rustica","Pallas, 1776Ê","Emberiza rustica latifascia","Emberiza rustica rustica",NA
"562","B463",554225,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza aureola","Pallas, 1773Ê",NA,NA,NA
"563","B464",554227,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza melanocephala","Scopoli, 1769Ê",NA,NA,NA
"564","B465",559869,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza bruniceps","von J. F. Brandt, 1841Ê",NA,NA,NA
"565","B466",179541,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza pallasi","(Cabanis, 1851)Ê",NA,NA,NA
"566","B467",179543,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza schoeniclus","(Linnaeus, 1758)Ê",NA,NA,NA
"567","B468",729218,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Emberiza calandra","(Linnaeus, 1758)Ê","Miliaria calandra",NA,NA
"568","B469",179526,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Calcarius lapponicus","(Linnaeus, 1758)Ê",NA,NA,NA
"569","B470",179532,"v1.9 rev 2126ab0","Aves","Passeriformes","Emberizidae","Plectrophenax nivalis","(Linnaeus, 1758)Ê",NA,NA,NA
"570","B471",179168,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Fringilla coelebs","Linnaeus, 1758Ê",NA,NA,NA
"571","B472",179167,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Fringilla montifringilla","Linnaeus, 1758Ê",NA,NA,NA
"572","B473",179205,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Pinicola enucleator","(Linnaeus, 1758)Ê",NA,NA,NA
"573","B474",179199,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Carpodacus erythrinus","(Pallas, 1770)Ê","Erythrina erythrina",NA,NA
"574","B475",559071,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Carpodacus rubicilla","(Gldenstdt, 1775)Ê",NA,NA,NA
"575","B476",560889,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Loxia pytyopsittacus","von Borkhausen, 1793Ê",NA,NA,NA
"576","B477",560890,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Loxia scotica","Hartert, 1904Ê",NA,NA,NA
"577","B478",179259,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Loxia curvirostra","Linnaeus, 1758Ê","Loxia curvirostra reai","Loxia curvirostra vividior",NA
"578","B479",179268,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Loxia leucoptera","J. F. Gmelin, 1789Ê",NA,NA,NA
"579","B480",997806,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Chloris chloris","(Linnaeus, 1758)Ê",NA,NA,NA
"580","B481",179241,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Acanthis flammea","(Linnaeus, 1758)Ê","Carduelis flammea",NA,NA
"581","B482",179238,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Acanthis hornemanni","(Holbll, 1843)Ê","Carduelis hornemanni",NA,NA
"582","B483",997858,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Spinus spinus","(Linnaeus, 1758)Ê","Carduelis spinus",NA,NA
"583","B484",179226,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Carduelis carduelis","(Linnaeus, 1758)Ê",NA,NA,NA
"584","B485",997850,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Linaria flavirostris","(Linnaeus, 1758)Ê","Carduelis flavirostris",NA,NA
"585","B486",997851,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Linaria cannabina","(Linnaeus, 1758)Ê","Carduelis cannabina","Acanthis cannabina","Fringilla cannabina"
"586","B487",562961,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Serinus pusillus","(Pallas, 1811)Ê",NA,NA,NA
"587","B488",562967,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Serinus serinus","(Linnaeus, 1766)Ê",NA,NA,NA
"588","B489",179558,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Serinus canaria","(Linnaeus, 1758)Ê",NA,NA,NA
"589","B490",729200,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Carduelis citrinella","(Pallas, 1764)Ê","Serinus citrinella",NA,NA
"590","B491",179180,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Pyrrhula pyrrhula","(Linnaeus, 1758)Ê",NA,NA,NA
"591","B492",997779,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Pyrrhula murina","Godman, 1866Ê","Pyrrhula pyrrhula murina",NA,NA
"592","B493",179170,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Coccothraustes coccothraustes","(Linnaeus, 1758)Ê",NA,NA,NA
"593","B494",729201,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Rhodopechys sanguineus","(Gould, 1838)Ê","Rhodopechys sanguinea","Rhodopechys sanguineus sanguineus",NA
"594","B495",729202,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Bucanetes githagineus","(M. H. K. Lichtenstein, 1823)Ê","Rhodopechys githaginea",NA,NA
"595","B496",997781,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Bucanetes mongolicus","(Swinhoe, 1870)Ê","Rhodopechys mongolica","Eremopsaltria mongolica",NA
"596","B497",729203,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Rhodospiza obsoleta","(M. H. K. Lichtenstein, 1823)Ê","Rhodopechys obsoleta",NA,NA
"597","B498",916930,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Passer italiae","(Vieillot, 1817)Ê",NA,NA,NA
"598","B499",179628,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Passer domesticus","(Linnaeus, 1758)Ê",NA,NA,NA
"599","B500",561880,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Passer hispaniolensis","(Temminck, 1820)Ê",NA,NA,NA
"600","B501",561885,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Passer moabiticus","Tristram, 1864Ê",NA,NA,NA
"601","B502",179630,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Passer montanus","(Linnaeus, 1758)Ê",NA,NA,NA
"602","B503",916525,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Gymnoris xanthocollis","(Burton, 1838)Ê","Petronia xanthocollis",NA,NA
"603","B504",561948,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Petronia petronia","(Linnaeus, 1766)Ê",NA,NA,NA
"604","B505",559082,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Carpospiza brachydactyla","(Bonaparte, 1850)",NA,NA,NA
"605","B506",561220,"v1.9 rev 2126ab0","Aves","Passeriformes","Passeridae","Montifringilla nivalis","(Linnaeus, 1766)Ê",NA,NA,NA
"606","B507",560134,"v1.9 rev 2126ab0","Aves","Passeriformes","Alaudidae","Galerida theklae","A. E. Brehm, 1857Ê",NA,NA,NA
"607","B508",177077,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba bollii","Godman, 1872Ê",NA,NA,NA
"608","B509",177091,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba junoniae","Hartert, 1916Ê",NA,NA,NA
"609","B510",560121,"v1.9 rev 2126ab0","Aves","Passeriformes","Fringillidae","Fringilla teydea","Webb, Berthelot & Moquin-Tandon, 1836Ê",NA,NA,NA
"610","B513",562830,"v1.9 rev 2126ab0","Aves","Passeriformes","Muscicapidae","Saxicola dacotiae","(Meade-Waldo, 1889)Ê",NA,NA,NA
"611","B514",176488,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Vanellus gregarius","(Pallas, 1771)Ê",NA,NA,NA
"612","B515",176432,"v1.9 rev 2126ab0","Aves","Gruiformes","Otididae","Chlamydotis undulata","(Jacquin, 1784)Ê",NA,NA,NA
"613","B516",176765,"v1.9 rev 2126ab0","Aves","Charadriiformes","Glareolidae","Cursorius cursor","(Latham, 1787)Ê",NA,NA,NA
"614","M1",585100,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Acomys cilicicus","Spitzenberger, 1978",NA,NA,NA
"615","M2",585105,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Acomys minous","Bate, 1906Ê",NA,NA,NA
"616","M3",585107,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Acomys nesiotes","Bate, 1903Ê",NA,NA,NA
"617","M4",180703,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Alces alces","(Linnaeus, 1758)Ê","Cervus alces",NA,NA
"618","M5",609735,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Allactaga elater","(Lichtenstein, 1828)Ê","Allactaga aralychensis","Allactaga bactriana","Allactaga indica"
"619","M6",609736,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Allactaga euphratica","Thomas, 1881Ê","Allactaga euphratica kivanci",NA,NA
"620","M7",609739,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Allactaga major","(Kerr, 1792)Ê","Dipus aulacotis","Dipus decumanus","Mus jaculus"
"621","M8",609741,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Allactaga sibirica","(Forster, 1778)Ê","Dipus alactaga","Dipus annulatus","Dipus brachyurus"
"622","M9",952076,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Allactaga williamsi","Thomas, 1897Ê","Allactaga williamsi schmidti","Allactaga williamsi laticeps","Allactaga williamsi caprimulga"
"623","M10",632726,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Allocricetulus eversmanni","(Brandt, 1859)Ê","Cricetulus beljawi","Mesocricetus microdon","Cricetulus eversmanni belajevi"
"624","M11",622025,"v1.9 rev 2126ab0","Mammalia","Carnivora","Canidae","Alopex lagopus","(Linnaeus, 1758)Ê","Alopex lagopus","Canis lagopus",NA
"625","M12",585125,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus agrarius","(Pallas, 1771)Ê","Mus harti","Mus ningpoensis","Mus rubens"
"626","M13",585126,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus alpicola","Heinrich, 1952Ê",NA,NA,NA
"627","M14",970802,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus epimelas","(Nehring, 1902)Ê",NA,NA,NA
"628","M15",585132,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus flavicollis","(Melchior, 1834)Ê","Apodemus arianus","Mus arianus","Mus cellarius"
"629","M16",585135,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus hyrcanicus","Vorontsov, Boyeskorov and Mezhzherin, 1992Ê",NA,NA,NA
"630","M17",585137,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus mystacinus","(Danford and Alston, 1877)Ê","Apodemus mystacinus euxinus","Apodemus flavicollis pohlei","Apodemus mystacinus rhodius"
"631","M18",585139,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus ponticus","(Sviridenko, 1936)Ê","Apodemus flavicollis argyropuloi","Apodemus flavicollis parvus",NA
"632","M19",585143,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus sylvaticus","(Linnaeus, 1758)Ê","Mus algirus","Mus chamaeropsis","Musculus dichrurus"
"633","M20",585145,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus uralensis","(Pallas, 1811)Ê","Mus major","Apodemus microtis","Mus tokmak"
"634","M21",970804,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Apodemus witherbyi","(Thomas, 1902)Ê","Apodemus fulvipectus","Apodemus hermonensis","Mus sylvaticus chorassanicus"
"635","M22",970588,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Arvicola amphibius","(Linnaeus, 1758)Ê","Arvicola terrestris","Arvicola americana","Lemmus aquaticus"
"636","M23",632818,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Arvicola sapidus","Miller, 1908Ê","Microtus musiniani","Arvicola tenebricus",NA
"637","M24",970589,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Arvicola scherman","(Shaw, 1801)Ê","Arvicola argentoratensis","Arvicola monticola","Spalax minor"
"638","M25",633535,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Erinaceidae","Atelerix algirus","(Lereboullet, 1842)Ê",NA,NA,NA
"639","M26",631926,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Barbastella barbastellus","(Schreber, 1774)Ê",NA,NA,NA
"640","M27",631927,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Barbastella leucomelas","(Cretzschmar, 1826)Ê",NA,NA,NA
"641","M28",183836,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Bison bonasus","(Linnaeus, 1758)Ê","Bos bonasus",NA,NA
"642","M29",632755,"v1.9 rev 2126ab0","Mammalia","Rodentia","Calomyscidae","Calomyscus urartensis","Vorontsov and Kartavseva, 1979Ê",NA,NA,NA
"643","M30",183817,"v1.9 rev 2126ab0","Mammalia","Carnivora","Canidae","Canis aureus","Linnaeus, 1758Ê",NA,NA,NA
"644","M31",180596,"v1.9 rev 2126ab0","Mammalia","Carnivora","Canidae","Canis lupus","Linnaeus, 1758Ê",NA,NA,NA
"645","M32",898774,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Capra hircus aegagrus","Erxleben, 1777Ê","Capra aegagrus",NA,NA
"646","M33",625136,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Capra caucasica","Gldenstaedt and Pallas, 1783Ê",NA,NA,NA
"647","M34",898768,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Capra caucasica cylindricornis","(Blyth, 1841)Ê","Capra cylindricornis",NA,NA
"648","M36",625139,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Capra ibex","Linnaeus, 1758Ê",NA,NA,NA
"649","M37",625141,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Capra pyrenaica","Schinz, 1838Ê","Capra pyrenaica pyrenaica","Capra pyrenaica cabrerae","Capra pyrenaica hispanica"
"650","M38",625063,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Capreolus capreolus","(Linnaeus, 1758)Ê",NA,NA,NA
"651","M39",625064,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Capreolus pygargus","(Pallas, 1771)Ê",NA,NA,NA
"652","M40",573165,"v1.9 rev 2126ab0","Mammalia","Rodentia","Castoridae","Castor fiber","Linnaeus, 1758Ê","Castor fiber fiber","Castor fiber galliae","Castor fiber albicus"
"653","M41",180695,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Cervus elaphus","Linnaeus, 1758Ê",NA,NA,NA
"654","M42",632822,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Chionomys gud","(Satunin, 1909)Ê","Microtus gus lasistanius","Microtus nivalis ighesicus","Chionomys nivalis nenjukovi"
"655","M43",632823,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Chionomys nivalis","(Martins, 1842)Ê","Hypudaeus alpinus","Microtus hermonis","Arvicola lebrunii"
"656","M44",632824,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Chionomys roberti","(Thomas, 1906)Ê","Chionomys personatus","Microtus pshavus","Microtus roberti occidentalis"
"657","M45",632732,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Cricetulus migratorius","(Pallas, 1773)Ê","Mus accedula","Mus arenarius","Cricetulus atticus"
"658","M46",632734,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Cricetus cricetus","(Linnaeus, 1758)Ê","Cricetus frumentarius","Heliomys jeudii","Cricetus nehringi"
"659","M47",709747,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura arispa","Spitzenberger, 1971Ê",NA,NA,NA
"660","M48",633558,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura armenica","Gureev, 1963Ê",NA,NA,NA
"661","M49",633569,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura canariensis","Hutterer, Lopez-Jurado and Vogel, 1987Ê",NA,NA,NA
"662","M50",709750,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura caspica","Thomas, 1907Ê",NA,NA,NA
"663","M52",633616,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura leucodon","(Hermann, 1780)Ê",NA,NA,NA
"664","M53",709755,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura ichnusae","Festa, 1912","Crocidura cossyrensis",NA,NA
"665","M54",633672,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura russula","(Hermann, 1780)Ê",NA,NA,NA
"666","M55",633674,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura serezkyensis","Laptev, 1929",NA,NA,NA
"667","M56",633676,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura sicula","Miller, 1900Ê",NA,NA,NA
"668","M57",633681,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura suaveolens","(Pallas, 1811)Ê","Crocidura gueldenstaedtii",NA,NA
"669","M58",633703,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Crocidura zimmermanni","Wettstein, 1953Ê",NA,NA,NA
"670","M59",552472,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Dama dama","(Linnaeus, 1758)Ê",NA,NA,NA
"671","M60",633829,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Desmana moschata","(Linnaeus, 1758)Ê",NA,NA,NA
"672","M61",180326,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Dicrostonyx torquatus","(Pallas, 1778)Ê","Dicrostonyx chionopaes","Mus lenae","Mus lenensis"
"673","M62",632830,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Dinaromys bogdanovi","(Martino, 1922)Ê","Dolomys grebenscikovi","Microtus marakovici","Dolomys grebenscikovi korabensis"
"674","M63",633704,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Diplomesodon pulchellum","(Lichtenstein, 1823)Ê",NA,NA,NA
"675","M64",609755,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Dipus sagitta","(Pallas, 1773)Ê","Dipus deasyi","Dipus halli","Dipus lagopus"
"676","M65",584966,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Dryomys laniger","Felten and Storch, 1968Ê",NA,NA,NA
"677","M66",584967,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Dryomys nitedula","(Pallas, 1778)Ê","Eliomys angelus","Myoxus dryas","Myoxus intermedius"
"678","M67",584969,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Eliomys melanurus","(Wagner, 1840)Ê","Eliomys cyrenaicus",NA,NA
"679","M68",584970,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Eliomys quercinus","(Linnaeus, 1766)Ê","Eliomys cincticauda","Eliomys gymnesicus","Eliomys hamiltoni"
"680","M69",632833,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Ellobius lutescens","Thomas, 1897Ê","Ellobius woosnami","Ellobius fuscocapillus legendrei",NA
"681","M70",632834,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Ellobius talpinus","(Pallas, 1770)Ê","Spalax murinus","Georychus rufescens","Ellobius talpinus ciscaucasica"
"682","M71",948891,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus gobiensis bobrinskoi","Kuzyakin, 1935Ê","Eptesicus bobrinskoi","Eptesicus bobrinskii",NA
"683","M72",631945,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus bottae","(Peters, 1869)Ê",NA,NA,NA
"684","M73",946126,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus nilssonii","(Keyserling and Blasius, 1839)","Eptesicus nilssoni",NA,NA
"685","M74",631969,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus serotinus","(Schreber, 1774)Ê",NA,NA,NA
"686","M75",633539,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus concolor","Martin, 1838Ê",NA,NA,NA
"687","M76",633540,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus europaeus","Linnaeus, 1758Ê",NA,NA,NA
"688","M77",709723,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus roumanicus","Barrett-Hamilton, 1900Ê",NA,NA,NA
"689","M78",183802,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Felis chaus","Schreber, 1777Ê",NA,NA,NA
"690","M79",183801,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Felis margarita","Loche, 1858Ê",NA,NA,NA
"691","M80",180589,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Felis silvestris","Schreber, 1777Ê",NA,NA,NA
"692","M81",633830,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Talpidae","Galemys pyrenaicus","(. Geoffroy Saint-Hilaire, 1811)Ê",NA,NA,NA
"693","M82",625101,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Gazella subgutturosa","(Gldenstaedt, 1780)Ê",NA,NA,NA
"694","M83",621991,"v1.9 rev 2126ab0","Mammalia","Carnivora","Viverridae","Genetta genetta","(Linnaeus, 1758)Ê",NA,NA,NA
"695","M84",970775,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Dipodillus dasyurus","(Wagner, 1842)Ê","Gerbillus dasyurus","Dipodillus dasyroides",NA
"696","M85",951305,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Glis glis","(Linnaeus, 1766)Ê","Myoxus glis","Myoxus avellanus","Glis esculentus"
"697","M86",180551,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Gulo gulo","(Linnaeus, 1758)Ê",NA,NA,NA
"698","M87",633542,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Erinaceidae","Hemiechinus auritus","(Gmelin, 1770)Ê",NA,NA,NA
"699","M88",621893,"v1.9 rev 2126ab0","Mammalia","Carnivora","Herpestidae","Herpestes ichneumon","(Linnaeus, 1758)Ê",NA,NA,NA
"700","M89",621908,"v1.9 rev 2126ab0","Mammalia","Carnivora","Hyaenidae","Hyaena hyaena","(Linnaeus, 1758)Ê","Hyaena hyaena barbara","Hyaena hyaena hyaena",NA
"701","M90",947685,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Hypsugo savii","(Bonaparte, 1837)Ê",NA,NA,NA
"702","M91",584681,"v1.9 rev 2126ab0","Mammalia","Rodentia","Hystricidae","Hystrix cristata","Linnaeus, 1758Ê",NA,NA,NA
"703","M92",584682,"v1.9 rev 2126ab0","Mammalia","Rodentia","Hystricidae","Hystrix indica","Kerr, 1792Ê","Hystrix hirsutirostris",NA,NA
"704","M93",632849,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Lagurus lagurus","(Pallas, 1773)Ê","Lagurus migratorius","Lagurus lagurus abacanicus","Lagurus lagurus altorum"
"705","M94",632854,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Lemmus lemmus","(Linnaeus, 1758)Ê","Lemmus borealis","Cuniculus iterator","Lemmus norvegicus"
"706","M95",180320,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Lemmus sibiricus","(Kerr, 1792)","Myodes kittlitzi","Hypudaeus migratorius","Lemmus novosibiricus"
"707","M96",180117,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus capensis","Linnaeus, 1758Ê",NA,NA,NA
"708","M97",625339,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus castroviejoi","Palacios, 1977Ê",NA,NA,NA
"709","M98",625342,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus corsicanus","de Winton, 1898Ê",NA,NA,NA
"710","M99",552501,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus europaeus","Pallas, 1778Ê",NA,NA,NA
"711","M100",625345,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus granatensis","Rosenhauer, 1856Ê",NA,NA,NA
